variety_name,crop,segment,plant_characteristics,fruit_characteristics,resistance_codes,cultivation_environment,description,variety_names.country,variety_names.commercial_name,variety_names.registration_status
61-65,,,,,,,,Serbia,SEKER F1,In Progress
61-65,,,,,,,,Romania,SEKER F1,In Progress
61-65,,,,,,,,Turkmenistan,ALABA? F1,In Progress
61-65,,,,,,,,Ukraine,BIANT F1,In Progress
61-65,,,,,,,,Uzbekistan,YILDIZ F1,In Progress
61-65,,,,,,,,Kazakhstan,LA BELLA F1,In Progress
61-65,,,,,,,,Russian Federation,ERKEN F1,In Progress
61-66,Watermelon,,"Very vigorous plant, very early, large leaves, high yield.","Oval crimson sweet type, dark red flesh color, dark green stripes on light green skin.8-11 kg, very nice aroma and taste, long shelf life.",,Greenhouse and open field.,"Plant: Very vigorous plant, very early, large leaves, high yield.
Fruit: Oval crimson sweet type, dark red flesh color, dark green stripes on light green skin.8-11 kg, very nice aroma and taste, long shelf life.
Cultivation: Greenhouse and open field.",,,
71-08,Watermelon,,"Strong, mid-size leaves, very early, high production, high grafting compatibility.","Oval crimson sweet, deep red flesh color, dark green stripes on light green skin, 8-10 kg, very nice taste and aroma, long shelf life.",,"Greenhouse, low tunnel and open field.","Plant: Strong, mid-size leaves, very early, high production, high grafting compatibility.
Fruit: Oval crimson sweet, deep red flesh color, dark green stripes on light green skin, 8-10 kg, very nice taste and aroma, long shelf life.
Cultivation: Greenhouse, low tunnel and open field.",Albania,USTUN F1,In Progress
71-08,,,,,,,,Azerbaijan,SAB?R F1,In Progress
71-08,,,,,,,,Serbia,MELIA F1,In Progress
71-08,,,,,,,,Spain,71-08 F1,In Progress
71-08,,,,,,,,Spain,STN F1,In Progress
71-08,,,,,,,,Greece,MELIA F1,In Progress
71-08,,,,,,,,Iraq,MIGROS F1,In Progress
71-08,,,,,,,,Iraq,71-08 F1,In Progress
71-08,,,,,,,,Iran,STN F1,In Progress
71-08,,,,,,,,Lebanon,STN F1,In Progress
71-08,,,,,,,,Lebanon,71-08 F1,In Progress
71-08,,,,,,,,Latvia,MELIA F1,In Progress
71-08,,,,,,,,Mexico,IMPERIO F1,In Progress
71-08,,,,,,,,Mexico,STN F1,In Progress
71-08,,,,,,,,Poland,MELIA F1,In Progress
71-08,,,,,,,,Romania,MELIA F1,In Progress
71-08,,,,,,,,Syria,STN F1,In Progress
71-08,,,,,,,,Syria,LAMAR F1,In Progress
71-08,,,,,,,,Turkmenistan,MAHARADJA F1,In Progress
71-08,,,,,,,,Kosovo,USTUN F1,In Progress
71-08,,,,,,,,Kosovo,DERMAN F1,In Progress
71-08,,,,,,,,Morocco,71-08 F1,In Progress
71-08,,,,,,,,Georgia,RED GIANT F1,In Progress
71-08,,,,,,,,Netherlands,71-08 F1,In Progress
71-08,,,,,,,,Peru,IMPERIO F1,In Progress
71-08,,,,,,,,Cyprus,STN F1,In Progress
71-08,,,,,,,,Austria,MELIA F1,Registered
71-08,,,,,,,,Belgium,MELIA F1,Registered
71-08,,,,,,,,Bulgaria,MELIA F1,Registered
71-08,,,,,,,,Croatia,MELIA F1,Registered
71-08,,,,,,,,Cyprus,MELIA F1,Registered
71-08,,,,,,,,Czech Republic,MELIA F1,Registered
71-08,,,,,,,,Denmark,MELIA F1,Registered
71-08,,,,,,,,Estonia,MELIA F1,Registered
71-08,,,,,,,,Finland,MELIA F1,Registered
71-08,,,,,,,,France,MELIA F1,Registered
71-08,,,,,,,,Germany,MELIA F1,Registered
71-08,,,,,,,,Hungary,MELIA F1,Registered
71-08,,,,,,,,Ireland,MELIA F1,Registered
71-08,,,,,,,,Italy,MELIA F1,Registered
71-08,,,,,,,,Lithuania,MELIA F1,Registered
71-08,,,,,,,,Luxembourg,MELIA F1,Registered
71-08,,,,,,,,Malta,MELIA F1,Registered
71-08,,,,,,,,Netherlands,MELIA F1,Registered
71-08,,,,,,,,Poland,MELIA F1,Registered
71-08,,,,,,,,Portugal,MELIA F1,Registered
71-08,,,,,,,,Slovakia,MELIA F1,Registered
71-08,,,,,,,,Sierra Leone,MELIA F1,Registered
71-08,,,,,,,,Spain,MELIA F1,Registered
71-08,,,,,,,,Sweden,MELIA F1,Registered
71-08,,,,,,,,Kazakhstan,MUHTE?EM F1,In Progress
71-08,,,,,,,,Chile,BELLA F1,In Progress
71-08,,,,,,,,Lebanon,LAMAR F1,In Progress
81-66,Watermelon,,"Strong, mid-size leaves, early.","Oval crimson sweet,
short-oval, dark green stripes on light green skin, red-crispy flesh, 12-14 kg, very nice taste and aroma.",,Plastic tunnel and open field.,"Plant: Strong, mid-size leaves, early.
Fruit: Oval crimson sweet,
short-oval, dark green stripes on light green skin, red-crispy flesh, 12-14 kg, very nice taste and aroma.
Cultivation: Plastic tunnel and open field.",Iraq,TANGO F1,In Progress
81-66,,,,,,,,Algeria,WASSIM F1,In Progress
81-66,,,,,,,,Jordan,81-66 F1,In Progress
81-66,,,,,,,,Lebanon,DIWAN F1,In Progress
81-66,,,,,,,,Libya,DIWAN F1,In Progress
81-66,,,,,,,,Morocco,81-66 F1,In Progress
81-66,,,,,,,,Georgia,GREEN GORILL F1,In Progress
81-66,,,,,,,,Chile,BONITA F1,In Progress
81-66,,,,,,,,Russian Federation,KONAN F1,In Progress
81-66,,,,,,,,Lebanon,ASTON F1,In Progress
81-66,,,,,,,,Netherlands,81-66 F1,In Progress
81-66,,,,,,,,Lebanon,81-66 F1,In Progress
81-66,,,,,,,,Spain,TANGO F1,In Progress
81-66,,,,,,,,Syria,KAREEM F1,Registered
81-66,,,,,,,,Jordan,LUQMAN F1,In Progress
81-66,,,,,,,,Lebanon,?MPERATOR F1,In Progress
81-66,,,,,,,,Kazakhstan,?MPERATOR F1,In Progress
91-125,Watermelon,,Crimson Sweet Type,16-18 kg,,Plastic tunnel and Open Field,"Plant: Crimson Sweet Type
Fruit: 16-18 kg
Cultivation: Plastic tunnel and Open Field",,,
91-91,Watermelon,,"Crimson sweet watermelon, strong plant, small size leaves, very early, productive.","Short-oval shape, dark red flesh color, crispy, 8-10 kg.",,Low tunnel and open field.,"Plant: Crimson sweet watermelon, strong plant, small size leaves, very early, productive.
Fruit: Short-oval shape, dark red flesh color, crispy, 8-10 kg.
Cultivation: Low tunnel and open field.",Brazil,AFRODITE F1,Registered
95-300,Watermelon,,"Triploid watermelon, vigorous plant, good leaf coverage.  IR: F-1","Round, black skin color with slight stripes, red flesh, crispy, thin rind, 6 kg, %12-15 brix, long shelf life.",,Open field and greenhouse.,"Plant: Triploid watermelon, vigorous plant, good leaf coverage.  IR: F-1
Fruit: Round, black skin color with slight stripes, red flesh, crispy, thin rind, 6 kg, %12-15 brix, long shelf life.
Cultivation: Open field and greenhouse.",,,
BW-75,Watermelon,,"Strong, early, tolerant to hot weather conditions, high production.","Sugar baby, round, dark green skin color, crispy, red flesh color,  5-6 kg, long shelf life.",,"Greenhouse, low tunnel and open field.","Plant: Strong, early, tolerant to hot weather conditions, high production.
Fruit: Sugar baby, round, dark green skin color, crispy, red flesh color,  5-6 kg, long shelf life.
Cultivation: Greenhouse, low tunnel and open field.",Greece,MANISA F1,In Progress
BW-75,,,,,,,,Latvia,MANISA F1,In Progress
BW-75,,,,,,,,Romania,MANISA F1,In Progress
BW-75,,,,,,,,Algeria,CARRERA F1,In Progress
BW-75,,,,,,,,United Arab Emirates,BW-75 F1,In Progress
BW-75,,,,,,,,Netherlands,MANISA F1,In Progress
BW-75,,,,,,,,Ukraine,BIANT F1,In Progress
BW-75,,,,,,,,Russian Federation,NIGHTRIND F1,In Progress
BW-75,,,,,,,,Austria,MANISA F1,Registered
BW-75,,,,,,,,Belgium,MANISA F1,Registered
BW-75,,,,,,,,Bulgaria,MANISA F1,Registered
BW-75,,,,,,,,Croatia,MANISA F1,Registered
BW-75,,,,,,,,Cyprus,MANISA F1,Registered
BW-75,,,,,,,,Czech Republic,MANISA F1,Registered
BW-75,,,,,,,,Denmark,MANISA F1,Registered
BW-75,,,,,,,,Estonia,MANISA F1,Registered
BW-75,,,,,,,,Finland,MANISA F1,Registered
BW-75,,,,,,,,France,MANISA F1,Registered
BW-75,,,,,,,,Germany,MANISA F1,Registered
BW-75,,,,,,,,Hungary,MANISA F1,Registered
BW-75,,,,,,,,Ireland,MANISA F1,Registered
BW-75,,,,,,,,Italy,MANISA F1,Registered
BW-75,,,,,,,,Lithuania,MANISA F1,Registered
BW-75,,,,,,,,Luxembourg,MANISA F1,Registered
BW-75,,,,,,,,Malta,MANISA F1,Registered
BW-75,,,,,,,,Poland,MANISA F1,Registered
BW-75,,,,,,,,Portugal,MANISA F1,Registered
BW-75,,,,,,,,Slovakia,MANISA F1,Registered
BW-75,,,,,,,,Sierra Leone,MANISA F1,Registered
BW-75,,,,,,,,Spain,MANISA F1,Registered
BW-75,,,,,,,,Sweden,MANISA F1,Registered
BW-75,,,,,,,,Iran,BLACK NIGHT F1,In Progress
BW-75,,,,,,,,Russian Federation,MANISA F1,In Progress
911-66,Bean,,"Flat green bean, strong, very productive.","Flat, long, straight and  uniform, 26-28 cm, green fresh fruit, tasty.",,Grennhouse.,"Plant: Flat green bean, strong, very productive.
Fruit: Flat, long, straight and  uniform, 26-28 cm, green fresh fruit, tasty.
Cultivation: Grennhouse.",,,
918-66,Bean,,"Flat climbing beans, vigorous, very productive.","Flat, 26-30 cm, awnless, smooth and uniform, fresh fruit, good cooking quality.",,Suitable for pole growing in greenhouse and open field.,"Plant: Flat climbing beans, vigorous, very productive.
Fruit: Flat, 26-30 cm, awnless, smooth and uniform, fresh fruit, good cooking quality.
Cultivation: Suitable for pole growing in greenhouse and open field.",Georgia,SULTAN,Registered
Y-39,Bean,,Green bean,"Flat, 21-23 cm, good taste.",,Grennhouse and open field on sticks.,"Plant: Green bean
Fruit: Flat, 21-23 cm, good taste.
Cultivation: Grennhouse and open field on sticks.",Cyprus,?EKERPARE,In Progress
180-70,Broccoli,,"65 maturity days, very early, strong, no branching. Tick and short main stem","Small bounces, very firm head, vigorous, big, dark green, 1,8-2,0 kg.",,Open field.,"Plant: 65 maturity days, very early, strong, no branching. Tick and short main stem
Fruit: Small bounces, very firm head, vigorous, big, dark green, 1,8-2,0 kg.
Cultivation: Open field.",,,
185-126,Broccoli,,"70-75 maturity days, very early, good strong, good heat and cold resistance","Firm head, vigorous, 1-1,5 kg.",,Open field.,"Plant: 70-75 maturity days, very early, good strong, good heat and cold resistance
Fruit: Firm head, vigorous, 1-1,5 kg.
Cultivation: Open field.",,,
240-100,Broccoli,,"65 maturity days, very early, strong, no branching.","Small bounces, very firm head, vigorous, big, dark green, 2-2,5 kg.",,Open field.,"Plant: 65 maturity days, very early, strong, no branching.
Fruit: Small bounces, very firm head, vigorous, big, dark green, 2-2,5 kg.
Cultivation: Open field.",Colombia,JADE F1,In Progress
245-170,Broccoli,,"Broccoli, mid-strong, early, non-side branches, very good heat tolerance.","Circular, small-tight beads, dark green color, 1-1,5 kg, excellent dome quality, maturity around 65 days.",,Autumn and spirng seasons in open field.,"Plant: Broccoli, mid-strong, early, non-side branches, very good heat tolerance.
Fruit: Circular, small-tight beads, dark green color, 1-1,5 kg, excellent dome quality, maturity around 65 days.
Cultivation: Autumn and spirng seasons in open field.",Brazil,CRUCIAL F1,Registered
245-171,Broccoli,,"Broccoli, strong, mid-early, non-side branches, very good heat tolerance.","Circular, small-tight beads, dark green color, 1-1,5 kg, maturity around 75 days.",,Autumn to winter harvest.,"Plant: Broccoli, strong, mid-early, non-side branches, very good heat tolerance.
Fruit: Circular, small-tight beads, dark green color, 1-1,5 kg, maturity around 75 days.
Cultivation: Autumn to winter harvest.",,,
245-344,Broccoli,,"Broccoli, strong, mid-late, good heat tolerance.","Circular, small-tight beads, dark green color, 1-1,5 kg, high dome, side branch can appear, maturity around 80 days.",,Autumn to spring harvest.,"Plant: Broccoli, strong, mid-late, good heat tolerance.
Fruit: Circular, small-tight beads, dark green color, 1-1,5 kg, high dome, side branch can appear, maturity around 80 days.
Cultivation: Autumn to spring harvest.",,,
245-345,Broccoli,,"Broccoli, very strong, non-side branches.","Circular, small-tight beads, dark green color, 1 kg,
short-thick stem, no cavity in stem, maturity around 80 days.",,Autumn and Winter Season in open field.,"Plant: Broccoli, very strong, non-side branches.
Fruit: Circular, small-tight beads, dark green color, 1 kg,
short-thick stem, no cavity in stem, maturity around 80 days.
Cultivation: Autumn and Winter Season in open field.",,,
99-60,Broccoli,,"Strong, early, maturity in 75 days, productive side branches.","Circular, small-tight beads, dark green color, 1-1,5 kg.",,"Autumn, winter and spirng seasons in open field.","Plant: Strong, early, maturity in 75 days, productive side branches.
Fruit: Circular, small-tight beads, dark green color, 1-1,5 kg.
Cultivation: Autumn, winter and spirng seasons in open field.",Cyprus,KAFTAN F1,In Progress
99-60,,,,,,,,Bulgaria,KAFTAN F1,In Progress
99-60,,,,,,,,Kosovo,KAFTAN F1,In Progress
99-60,,,,,,,,Albania,KAFTAN F1,In Progress
99-60,,,,,,,,Morocco,THOMSON F1,Registered
99-60,,,,,,,,Spain,MYKAN F1,In Progress
99-60,,,,,,,,Georgia,CEPKEN F1,In Progress
42-04,Lettuce,,"Curly leaves, vigorous, early, tolerant to bolting.","Dark green leaves, crispy, homogenus, long shelf life.","HR: Bl:16-26, 28, 29, 30 EU /
IR: LMV-1, Tvr1, Rs(Corky root)","Autumn, winter and spring seasons in greenhouse and open field.","Plant: Curly leaves, vigorous, early, tolerant to bolting.
Fruit: Dark green leaves, crispy, homogenus, long shelf life.
Cultivation: Autumn, winter and spring seasons in greenhouse and open field.",Netherlands,FIYONK,In Progress
42-04,,,,,,,,Albania,FIYONK,In Progress
42-04,,,,,,,,Belarus,CURLY,In Progress
42-04,,,,,,,,Serbia,FIYONK,In Progress
42-04,,,,,,,,Ukraine,CURLY,In Progress
42-04,,,,,,,,Georgia,FIYONK,In Progress
42-04,,,,,,,,Cyprus,FIYONK,In Progress
42-04,,,,,,,,Russian Federation,FRISARIS,In Progress
42-04,,,,,,,,China,KORVAC,In Progress
42-04,,,,,,,,India,GABRELLA,In Progress
42-04,,,,,,,,Kazakhstan,LEYLA,In Progress
42-04,,,,,,,,Peru,ARLET,Registered
73-07,Lettuce,,"Curly leaves, vigorous, early, tolerant to bolting.","Light  green leaves, crispy, tight core, long shelf life.","HR: BI 16-28, 30, 32 EU / Nr:0 / IR: LMV-1","Autumn, winter and spring seasons in greenhouse and open field.","Plant: Curly leaves, vigorous, early, tolerant to bolting.
Fruit: Light  green leaves, crispy, tight core, long shelf life.
Cultivation: Autumn, winter and spring seasons in greenhouse and open field.",India,FUNDA,Registered
73-08,Lettuce,,"Curly leaves, vigorous, early, tolerant to bolting.","Light  green leaves, crispy, tight core, long shelf life.","HR: BI 16-28, 30, 32 EU / Nr:0 / IR: LMV",Autumn and winter seasons in greenhouse.,"Plant: Curly leaves, vigorous, early, tolerant to bolting.
Fruit: Light  green leaves, crispy, tight core, long shelf life.
Cultivation: Autumn and winter seasons in greenhouse.",,,
73-09,Lettuce,,"Curly leaves, vigorous, early, tolerant to bolting.","Light green color leaves, crispy and juicy, tight core, long shelf life.","HR: BI 16-28, 29, 30, 32 EU / Nr:0 / IR: LMV-1","Autumn, winter and spring seasons in greenhouse.","Plant: Curly leaves, vigorous, early, tolerant to bolting.
Fruit: Light green color leaves, crispy and juicy, tight core, long shelf life.
Cultivation: Autumn, winter and spring seasons in greenhouse.",Ecuador,BONITA,In Progress
77-04,Lettuce,,"Iceberg type, very tight head, early, very high tolerance to bolting.","Light green shiny leaves, small head, very good cover,
700-800 gr.",,"Autumn, spring and summer seasons.","Plant: Iceberg type, very tight head, early, very high tolerance to bolting.
Fruit: Light green shiny leaves, small head, very good cover,
700-800 gr.
Cultivation: Autumn, spring and summer seasons.",,,
80-Y39,Lettuce,,"Iceberg type, strong plant, very tight head, mid-early, high tolerance to bolting.","Light green shiny leaves, big head, very good cover,
800-1100 gr.",,Autumn and spring seasons.,"Plant: Iceberg type, strong plant, very tight head, mid-early, high tolerance to bolting.
Fruit: Light green shiny leaves, big head, very good cover,
800-1100 gr.
Cultivation: Autumn and spring seasons.",Colombia,ANDINA,Registered
80-Y39,,,,,,,,Venezuela,EMMA,Registered
80-Y39,,,,,,,,Colombia,BETTY,In Progress
80-Y39,,,,,,,,Ecuador,ANDINA,Registered
81-23,Lettuce,,"Iceberg type, strong plant, tight head, high tolerance to mildew.","Light green shiny leaves, big head, good cover, 800-1000 gr, cripsy.",,Autumn and spring seasons.,"Plant: Iceberg type, strong plant, tight head, high tolerance to mildew.
Fruit: Light green shiny leaves, big head, good cover, 800-1000 gr, cripsy.
Cultivation: Autumn and spring seasons.",,,
98-02,Lettuce,,"Curly leaves, vigorous, early, tolerant to bolting.","Red color leaves, crispy and juicy, tight core, long shelf life.","HR: Bl:16-27,30-32EU","Autumn, winter and spring seasons in greenhouse and open field.","Plant: Curly leaves, vigorous, early, tolerant to bolting.
Fruit: Red color leaves, crispy and juicy, tight core, long shelf life.
Cultivation: Autumn, winter and spring seasons in greenhouse and open field.",Saudi Arabia,JENAN,Registered
98-02,,,,,,,,India,BURCU,Registered
YEDIKULE 10,Lettuce,,"Romaine type, strong plant, early.","Shiny light green leaves, homogenous size, crispy and juicy leaves, long shelf life.",,Autumn and late spring seasons.,"Plant: Romaine type, strong plant, early.
Fruit: Shiny light green leaves, homogenous size, crispy and juicy leaves, long shelf life.
Cultivation: Autumn and late spring seasons.",,,
YT-04,Lettuce,,"Romaine type, strong plant, tight head, tolerance to bolting.","Light green leaves, big head, homogenous size, cripsy and juicy leaves, long shelf life.",HR: Bl:16-28 EU,Autumn and spring seasons.,"Plant: Romaine type, strong plant, tight head, tolerance to bolting.
Fruit: Light green leaves, big head, homogenous size, cripsy and juicy leaves, long shelf life.
Cultivation: Autumn and spring seasons.",,,
YT-14,Lettuce,,"Romaine type, strong plant, early.","Shiny green leaves, homogenous size, crispy and juicy leaves, long shelf life.","HR: Bl:16, 20, 22-24, 27, 28,
30, 31 EU","Early spring, late autumn and winter seasons.","Plant: Romaine type, strong plant, early.
Fruit: Shiny green leaves, homogenous size, crispy and juicy leaves, long shelf life.
Cultivation: Early spring, late autumn and winter seasons.",,,
YT-45,Lettuce,,"Romaine type, strong plant.","Shiny dark green leaves, homogenous size, crispy and juicy leaves, long shelf life.",,Late autumn and winter seasons.,"Plant: Romaine type, strong plant.
Fruit: Shiny dark green leaves, homogenous size, crispy and juicy leaves, long shelf life.
Cultivation: Late autumn and winter seasons.",,,
120-818,Zucchini,,"Cylindrical, light green color, hot setting,",,,,"Plant: Cylindrical, light green color, hot setting,
Fruit: 
Cultivation: ",,,
120-919,Zucchini,,"Cylindrical, light green color, hot setting,",,,,"Plant: Cylindrical, light green color, hot setting,
Fruit: 
Cultivation: ",,,
130-4526,Zucchini,,"Eskenderany type, erect single stem, vigorous plant, mid-early. IR: ZYMV / WMV","Cylindrical, light green color with white mottles, productive.",,Low tunnel and open field.,"Plant: Eskenderany type, erect single stem, vigorous plant, mid-early. IR: ZYMV / WMV
Fruit: Cylindrical, light green color with white mottles, productive.
Cultivation: Low tunnel and open field.",Iran,130-4526 F1,In Progress
151-111,Zucchini,,"Eskenderany type, vigorous plant, mid-size leaves,
mid-early.","Cylindrical, green color with white mottles, 15-16 cm, very high quality, productive.",,"Greenhouse, low tunnel and open field.","Plant: Eskenderany type, vigorous plant, mid-size leaves,
mid-early.
Fruit: Cylindrical, green color with white mottles, 15-16 cm, very high quality, productive.
Cultivation: Greenhouse, low tunnel and open field.",,,
151-176,Zucchini,,"Vigorous plant, mid-size leaves, early.","Bulb shape, light green color with white mottles, productive.",,Low tunnel and open field.,"Plant: Vigorous plant, mid-size leaves, early.
Fruit: Bulb shape, light green color with white mottles, productive.
Cultivation: Low tunnel and open field.",,,
151-23,Zucchini,,"Eskenderany type, vigorous plant, early, dark green leaves.","Cylindrical, green color with white mottles, 15-16 cm, high quality, very productive.",,"Greenhouse, low tunnel and open field.","Plant: Eskenderany type, vigorous plant, early, dark green leaves.
Fruit: Cylindrical, green color with white mottles, 15-16 cm, high quality, very productive.
Cultivation: Greenhouse, low tunnel and open field.",,,
165-507,Zucchini,,"Cylindrical squash, strong plant, small size leaves, continuous growth habbit.","Straight cylindrical, dark green color, 20-22 cm, long shelf life.",,Autumn and spirnig seasons in greenhouse.,"Plant: Cylindrical squash, strong plant, small size leaves, continuous growth habbit.
Fruit: Straight cylindrical, dark green color, 20-22 cm, long shelf life.
Cultivation: Autumn and spirnig seasons in greenhouse.",,,
182-01,Zucchini,,"Good fruit setting ability. Weighting is around 1,5-1,8 kg.Black green color.45 days of maturity.",,,,"Plant: Good fruit setting ability. Weighting is around 1,5-1,8 kg.Black green color.45 days of maturity.
Fruit: 
Cultivation: ",,,
210-125,Zucchini,,"Vigorous plant, good leaf coverage, compact plant. ZYMV, CMV, WMV, PM","Green color, club shape, very productive.",,Open field.,"Plant: Vigorous plant, good leaf coverage, compact plant. ZYMV, CMV, WMV, PM
Fruit: Green color, club shape, very productive.
Cultivation: Open field.",,,
211-72,Zucchini,,"Lebanese type, mid-early, strong, very compact.","Light green, mid size gray spots on skin, cylindrical, 18-19 cm, long fruit stem.","IR: SqMV, PRSV, WMV, ZYMV",Open field and low tunnel.,"Plant: Lebanese type, mid-early, strong, very compact.
Fruit: Light green, mid size gray spots on skin, cylindrical, 18-19 cm, long fruit stem.
Cultivation: Open field and low tunnel.",Venezuela,LUISA F1,In Progress
211-78,Zucchini,,"Lebanese type, mid-early, strong, compact.","Light green, gray-large size spots on skin, bulb shape, 15-16 cm, long fruit stem.","IR: SqMV, PRSV, WMV, ZYMV",Open field and low tunnel.,"Plant: Lebanese type, mid-early, strong, compact.
Fruit: Light green, gray-large size spots on skin, bulb shape, 15-16 cm, long fruit stem.
Cultivation: Open field and low tunnel.",,,
221-100,Zucchini,,"Lebanese type, mid-early, compact.","Light green, mid size gray spots on skin, cylindrical, 17-19 cm.","IR: SqMV, PRSV, WMV, ZYMV",Open field and low tunnel.,"Plant: Lebanese type, mid-early, compact.
Fruit: Light green, mid size gray spots on skin, cylindrical, 17-19 cm.
Cultivation: Open field and low tunnel.",,,
221-140,Zucchini,,"Lebanese type, mid-early, compact.","Light green, mid size gray spots on skin, cylindrical, 17-18 cm.",IR: Px,Open field and low tunnel.,"Plant: Lebanese type, mid-early, compact.
Fruit: Light green, mid size gray spots on skin, cylindrical, 17-18 cm.
Cultivation: Open field and low tunnel.",,,
221-168,Zucchini,,"Lebanese type, mid-early, compact.","Light green, mid size gray spots on skin, bulb shape, 13-14 cm, long fruit stem.","IR: SqMV, PRSV, WMV, ZYMV",Open field and low tunnel.,"Plant: Lebanese type, mid-early, compact.
Fruit: Light green, mid size gray spots on skin, bulb shape, 13-14 cm, long fruit stem.
Cultivation: Open field and low tunnel.",,,
231-140,Zucchini,,"Lebanese type, mid-early, very strong.","Light green, mid size gray spots on skin, cylindrical, 17-18 cm.",IR: Px,Open field and low tunnel.,"Plant: Lebanese type, mid-early, very strong.
Fruit: Light green, mid size gray spots on skin, cylindrical, 17-18 cm.
Cultivation: Open field and low tunnel.",,,
231-141,Zucchini,,"Lebanese type, mid-early, very strong.","Light green, mid size gray spots on skin, cylindrical, 18-20 cm.",IR: Px,Open field and low tunnel.,"Plant: Lebanese type, mid-early, very strong.
Fruit: Light green, mid size gray spots on skin, cylindrical, 18-20 cm.
Cultivation: Open field and low tunnel.",,,
231-142,Zucchini,,"Lebanese type, mid-early, very strong, no jumping.","Shiny green, mid size gray spots on skin, cylindrical, 18-20 cm.",IR: Px,Open field and low tunnel.,"Plant: Lebanese type, mid-early, very strong, no jumping.
Fruit: Shiny green, mid size gray spots on skin, cylindrical, 18-20 cm.
Cultivation: Open field and low tunnel.",,,
231-178,Zucchini,,"Lebanese type, mid-early, strong, very compact, no jumping.","Light green, mid size gray spots on skin, cylindrical, 17-18 cm, long fruit stem.","IR: SqMV, PRSV, WMV, ZYMV",Open field and low tunnel.,"Plant: Lebanese type, mid-early, strong, very compact, no jumping.
Fruit: Light green, mid size gray spots on skin, cylindrical, 17-18 cm, long fruit stem.
Cultivation: Open field and low tunnel.",,,
231-202,Zucchini,,"Bulb type, early, strong, compact, open plant.","Light green, gray-large size spots on skin, bulb shape, 15-16 cm, long fruit stem, good flower attachment.","HR: Fom 0,2 / IR: Px",Open field and low tunnel.,"Plant: Bulb type, early, strong, compact, open plant.
Fruit: Light green, gray-large size spots on skin, bulb shape, 15-16 cm, long fruit stem, good flower attachment.
Cultivation: Open field and low tunnel.",,,
231-225,Zucchini,,"Cylindrical, mid-early, strong, compact.","Dark green-black, gray-small size spots on skin, cylindrical shape, 20-22 cm, long fruit stem.",,Open field and low tunnel.,"Plant: Cylindrical, mid-early, strong, compact.
Fruit: Dark green-black, gray-small size spots on skin, cylindrical shape, 20-22 cm, long fruit stem.
Cultivation: Open field and low tunnel.",,,
241-200,Zucchini,,"Lebanese type, mid-early, strong, very compact, short internodes.","Shiny green, straight, cylindrical, 20-25 cm, long fruit stem.",,Open field and low tunnel.,"Plant: Lebanese type, mid-early, strong, very compact, short internodes.
Fruit: Shiny green, straight, cylindrical, 20-25 cm, long fruit stem.
Cultivation: Open field and low tunnel.",Morocco,NICOLE F1,Registered
91-79,Zucchini,,"Round squash, light green color, 200-250 gr",,,,"Plant: Round squash, light green color, 200-250 gr
Fruit: 
Cultivation: ",Mexico,MUCHITO F1,In Progress
95-1215,Zucchini,,"Cylindrical, mid-early, very strong.","Dark green-black, gray-small size spots on skin, cylindrical shape, 22-23 cm.","IR:  WMV, ZYMV",Open field and low tunnel.,"Plant: Cylindrical, mid-early, very strong.
Fruit: Dark green-black, gray-small size spots on skin, cylindrical shape, 22-23 cm.
Cultivation: Open field and low tunnel.",United States,GRACKLE F1,In Progress
95-1215,,,,,,,,Spain,GALERA F1,In Progress
95-123,Zucchini,,"Lebanese type, mid-early, strong, compact.","Shiny green, mid size gray spots on skin, cylindrical, 22-24 cm.","IR: ZYMV, WMV, CMV, Px",Open field and low tunnel.,"Plant: Lebanese type, mid-early, strong, compact.
Fruit: Shiny green, mid size gray spots on skin, cylindrical, 22-24 cm.
Cultivation: Open field and low tunnel.",Turkmenistan,KENT F1,In Progress
95-1910,Zucchini,,"Compact with very short internodes, early productive.","Brilliant yellow skin, round shape, 8 cm diameter.",IR: CMV,Open field and low tunnel.,"Plant: Compact with very short internodes, early productive.
Fruit: Brilliant yellow skin, round shape, 8 cm diameter.
Cultivation: Open field and low tunnel.",Venezuela,SUN SHINE F1,In Progress
95-801,Zucchini,,"Cylindrical, early, strong.","Yellow skin, cylindrical shape, 20-22 cm lenght, 5-6 cm diameter.","IR: CMV, WMV, ZYMV, Pm.",Open field and low tunnel.,"Plant: Cylindrical, early, strong.
Fruit: Yellow skin, cylindrical shape, 20-22 cm lenght, 5-6 cm diameter.
Cultivation: Open field and low tunnel.",Venezuela,GOLD BAR F1,In Progress
95-903,Zucchini,,"Cylindrical squash, strong plant.","Light green color with green stripes, firm, 16-18 cm, productive.","ZYMV, WMV, PM",Low tunnel and open field.,"Plant: Cylindrical squash, strong plant.
Fruit: Light green color with green stripes, firm, 16-18 cm, productive.
Cultivation: Low tunnel and open field.",,,
162-01,Bitter Gourd,,"Strong, short internodes, dark green leaves.","Bitter gourd, dark green color, cylindrical, ribbed skin, 20-25 cm.",,Autumn and spring seasons in greenhouse and open field.,"Plant: Strong, short internodes, dark green leaves.
Fruit: Bitter gourd, dark green color, cylindrical, ribbed skin, 20-25 cm.
Cultivation: Autumn and spring seasons in greenhouse and open field.",,,
